ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
226374_at	1.15E-04	1.02E-05	4.7318626	3.042765	2.46734097	CXADR	coxsackie virus and adenovirus receptor
209873_s_at	1.04E-04	9.05E-06	4.7635591	3.157943	2.47239088	PKP3	plakophilin 3
224055_x_at	2.27E-06	8.72E-08	5.9270845	7.626935	2.47295034	KCNK7	potassium two pore domain channel subfamily K member 7
240967_at	1.96E-10	8.91E-13	8.5879422	18.788849	2.47373966	KRTAP19-3	keratin associated protein 19-3
241412_at	9.11E-07	2.97E-08	6.1853895	8.670086	2.47414916	BTC	betacellulin
230418_s_at	4.35E-05	3.15E-06	5.0371887	4.168576	2.47531586	GALNT16	polypeptide N-acetylgalactosaminyltransferase 16
229309_at	3.48E-05	2.40E-06	5.1064808	4.428917	2.4760076	ADRB1	adrenoceptor beta 1
213451_x_at	3.07E-07	7.96E-09	6.4966392	9.945015	2.47922849	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)
235768_at	3.44E-06	1.46E-07	5.8027919	7.130481	2.48089361	SH3RF2	SH3 domain containing ring finger 2
209791_at	6.96E-07	2.14E-08	6.2628092	8.985496	2.48383182	PADI2	peptidyl arginine deiminase 2
215867_x_at	2.69E-05	1.77E-06	5.1844758	4.723968	2.48510426	CA12	carbonic anhydrase 12
202826_at	8.15E-06	4.15E-07	5.546924	6.121069	2.48673821	SPINT1	"serine peptidase inhibitor, Kunitz type 1"
213506_at	7.84E-05	6.41E-06	4.8539776	3.488713	2.48741724	F2RL1	F2R like trypsin receptor 1
203963_at	2.04E-05	1.26E-06	5.2710458	5.053872	2.49076879	CA12	carbonic anhydrase 12
216333_x_at	3.50E-07	9.33E-09	6.459216	9.790793	2.49184518	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)
205709_s_at	1.12E-05	6.08E-07	5.4519927	5.751223	2.49233699	CDS1	CDP-diacylglycerol synthase 1
207981_s_at	2.26E-06	8.66E-08	5.9286956	7.633394	2.49336295	ESRRG	estrogen related receptor gamma
220263_at	1.14E-09	8.34E-12	8.0785344	16.612912	2.49414032	SMAD5-AS1	SMAD5 antisense RNA 1
214622_at	1.39E-06	4.86E-08	6.0677084	8.193016	2.49435877	CYP21A1P///CYP21A2	"cytochrome P450 family 21 subfamily A member 1, pseudogene///cytochrome P450 family 21 subfamily A member 2"
219752_at	1.54E-05	8.89E-07	5.3575475	5.38596	2.49778126	RASAL1	RAS protein activator like 1
231195_at	2.49E-11	5.98E-14	9.2039474	21.416526	2.49781313	KLRG2	killer cell lectin like receptor G2
221950_at	3.05E-07	7.91E-09	6.498174	9.951345	2.49796224	EMX2	empty spiracles homeobox 2
242687_at	4.70E-06	2.11E-07	5.7131622	6.774889	2.50039642	FAM160A1	family with sequence similarity 160 member A1
230986_at	7.36E-07	2.29E-08	6.2471523	8.921613	2.50064932	KLF8	Kruppel like factor 8
233158_at	3.06E-10	1.57E-12	8.4585787	18.23616	2.50257123	KRT82	keratin 82
228462_at	2.22E-05	1.40E-06	5.2430772	4.947016	2.50734946	IRX2	iroquois homeobox 2
221142_s_at	2.48E-07	6.11E-09	6.5586756	10.201185	2.50737458	PECR	peroxisomal trans-2-enoyl-CoA reductase
204836_at	5.88E-05	4.55E-06	4.9426185	3.81607	2.50775876	GLDC	glycine decarboxylase
204059_s_at	6.01E-06	2.84E-07	5.6403608	6.487621	2.50954516	ME1	malic enzyme 1
1555740_a_at	6.39E-08	1.19E-09	6.9396516	11.78703	2.50962696	MRAP	melanocortin 2 receptor accessory protein
238018_at	8.13E-12	1.36E-14	9.5436002	22.859346	2.51187165	FAM150B	family with sequence similarity 150 member B
224008_s_at	2.30E-06	8.86E-08	5.9231167	7.611029	2.51465026	KCNK7	potassium two pore domain channel subfamily K member 7
211002_s_at	1.22E-05	6.76E-07	5.4258196	5.649726	2.51905779	TRIM29	tripartite motif containing 29
209160_at	2.84E-06	1.15E-07	5.8594432	7.35629	2.51922069	AKR1C3	"aldo-keto reductase family 1, member C3"
236656_s_at	4.96E-06	2.24E-07	5.6975392	6.713122	2.52108764	LOC100288911	uncharacterized LOC100288911
214382_at	2.09E-04	2.11E-05	4.5388058	2.350283	2.52198133	UNC93A	unc-93 homolog A (C. elegans)
230527_at	2.49E-08	3.85E-10	7.2010147	12.885524	2.52217294	LOC101926907	uncharacterized LOC101926907
205464_at	1.74E-07	3.97E-09	6.6597619	10.619926	2.52367172	SCNN1B	sodium channel epithelial 1 beta subunit
222484_s_at	2.48E-03	4.19E-04	3.6921749	-0.477479	2.52613827	CXCL14	C-X-C motif chemokine ligand 14
205030_at	4.54E-03	8.74E-04	3.4669381	-1.163947	2.52656831	FABP7	fatty acid binding protein 7
219498_s_at	4.19E-05	3.01E-06	5.0489737	4.212733	2.52853593	BCL11A	B-cell CLL/lymphoma 11A
204939_s_at	9.42E-06	4.93E-07	5.5040598	5.953745	2.52990391	PLN	phospholamban
239547_at	5.93E-09	6.68E-11	7.6033259	14.588719	2.53165349	HS3ST6	heparan sulfate-glucosamine 3-sulfotransferase 6
206514_s_at	4.52E-08	7.91E-10	7.0348753	12.186381	2.5317435	CYP4F2///CYP4F3	cytochrome P450 family 4 subfamily F member 2///cytochrome P450 family 4 subfamily F member 3
207275_s_at	1.71E-09	1.39E-11	7.9617228	16.114523	2.531963	ACSL1	acyl-CoA synthetase long-chain family member 1
219263_at	4.50E-04	5.26E-05	4.2896056	1.480787	2.53584335	RNF128	"ring finger protein 128, E3 ubiquitin protein ligase"
226403_at	4.49E-08	7.78E-10	7.0385702	12.201898	2.53626453	TMC4	transmembrane channel like 4
209396_s_at	5.08E-06	2.31E-07	5.6906065	6.685734	2.53639063	CHI3L1	chitinase 3 like 1
201625_s_at	3.50E-07	9.30E-09	6.4599757	9.793921	2.53690551	INSIG1	insulin induced gene 1
227241_at	1.62E-05	9.53E-07	5.3400645	5.318648	2.53777615	MUC15	"mucin 15, cell surface associated"
240361_at	6.67E-07	2.04E-08	6.2746307	9.033762	2.53949113	LOC101927972	uncharacterized LOC101927972
220026_at	1.21E-05	6.67E-07	5.4292093	5.662859	2.54164736	CLCA4	chloride channel accessory 4
208096_s_at	4.09E-07	1.13E-08	6.4138436	9.604136	2.54189207	COL21A1	collagen type XXI alpha 1 chain
227134_at	6.46E-07	1.96E-08	6.2840814	9.072367	2.5426978	SYTL1	synaptotagmin like 1
205064_at	4.27E-02	1.40E-02	2.5165586	-3.692197	2.54726462	SPRR1B	small proline rich protein 1B
1552754_a_at	1.39E-10	5.93E-13	8.6807362	19.185217	2.54860695	CADM2	cell adhesion molecule 2
244276_at	6.00E-09	6.78E-11	7.5999487	14.574373	2.55127877	KLB	klotho beta
237592_at	2.28E-08	3.45E-10	7.2262319	12.991885	2.55408456	ZC2HC1B	zinc finger C2HC-type containing 1B
205478_at	7.20E-07	2.23E-08	6.2537893	8.948688	2.55750182	PPP1R1A	protein phosphatase 1 regulatory inhibitor subunit 1A
203766_s_at	6.87E-10	4.36E-12	8.2262426	17.24359	2.55887146	LMOD1	leiomodin 1
227662_at	8.99E-08	1.78E-09	6.8467382	11.398428	2.56041799	SYNPO2	synaptopodin 2
239765_at	5.29E-10	3.08E-12	8.3055601	17.5824	2.56067058	CPEB3	cytoplasmic polyadenylation element binding protein 3
219140_s_at	3.64E-09	3.72E-11	7.7371468	15.157716	2.56197885	RBP4	retinol binding protein 4
228010_at	1.13E-03	1.61E-04	3.9741787	0.423275	2.56328353	PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma
33322_i_at	3.93E-03	7.33E-04	3.5214454	-1.000627	2.56627034	SFN	stratifin
226482_s_at	1.64E-05	9.62E-07	5.337927	5.310425	2.56726524	TSTD1	thiosulfate sulfurtransferase like domain containing 1
207126_x_at	3.56E-05	2.47E-06	5.0995679	4.402868	2.57089891	UGT1A1///UGT1A4///UGT1A9///UGT1A6///UGT1A8///UGT1A10	UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A4///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A6///UDP glucuronosyltransferase family 1 member A8///UDP glucuronosyltransferase family 1 member A10
222940_at	1.62E-05	9.45E-07	5.3421892	5.326823	2.57291739	SULT1E1	sulfotransferase family 1E member 1
205029_s_at	2.92E-03	5.11E-04	3.6324194	-0.662549	2.57296087	FABP7	fatty acid binding protein 7
230323_s_at	1.37E-03	2.03E-04	3.9058705	0.20106	2.5736074	TMEM45B	transmembrane protein 45B
232361_s_at	7.45E-05	6.04E-06	4.8695899	3.546152	2.57509521	EHF	ETS homologous factor
211361_s_at	7.26E-03	1.55E-03	3.2846544	-1.696619	2.57861043	SERPINB13	serpin family B member 13
217059_at	7.23E-04	9.35E-05	4.1287955	0.935356	2.58181828	MUC7	"mucin 7, secreted"
217087_at	6.39E-08	1.19E-09	6.9400442	11.788674	2.58350749	C1orf68	chromosome 1 open reading frame 68
204532_x_at	3.31E-05	2.27E-06	5.1214546	4.485399	2.58546984	UGT1A1///UGT1A4///UGT1A9///UGT1A6///UGT1A8///UGT1A10	UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A4///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A6///UDP glucuronosyltransferase family 1 member A8///UDP glucuronosyltransferase family 1 member A10
1553929_at	6.55E-09	7.56E-11	7.5751418	14.469015	2.58624149	ACER1	alkaline ceramidase 1
219916_s_at	6.67E-06	3.24E-07	5.6076642	6.359074	2.58672962	RNF39	ring finger protein 39
1552544_at	3.47E-05	2.40E-06	5.1074984	4.432753	2.58793148	SERPINA12	serpin family A member 12
238029_s_at	9.08E-07	2.95E-08	6.1863582	8.674025	2.58921117	SLC16A14	solute carrier family 16 member 14
236201_at	7.88E-07	2.48E-08	6.2276593	8.842146	2.59137614	SPTLC3	serine palmitoyltransferase long chain base subunit 3
207302_at	1.19E-11	2.36E-14	9.4168327	22.321529	2.59200983	SGCG	sarcoglycan gamma
214063_s_at	7.08E-05	5.68E-06	4.8854535	3.604611	2.59483255	TF	transferrin
229546_at	5.03E-06	2.28E-07	5.6934215	6.696853	2.59495873	LOC653602///FAM84A	uncharacterized LOC653602///family with sequence similarity 84 member A
203021_at	2.94E-03	5.14E-04	3.6305706	-0.668241	2.59747769	SLPI	secretory leukocyte peptidase inhibitor
205295_at	1.13E-07	2.35E-09	6.7823913	11.129961	2.60173284	CKMT2	"creatine kinase, mitochondrial 2"
204503_at	1.78E-05	1.07E-06	5.3123149	5.212009	2.60186943	EVPL	envoplakin
202965_s_at	3.48E-06	1.48E-07	5.7993258	7.116692	2.60717784	CAPN6	calpain 6
219615_s_at	4.30E-09	4.53E-11	7.6923831	14.967274	2.60847337	KCNK5	potassium two pore domain channel subfamily K member 5
204039_at	4.84E-07	1.39E-08	6.366026	9.407817	2.61014079	CEBPA	CCAAT/enhancer binding protein alpha
211734_s_at	2.93E-05	1.96E-06	5.1583108	4.624754	2.6116244	FCER1A	Fc fragment of IgE receptor Ia
205357_s_at	1.17E-06	3.97E-08	6.1161854	8.389183	2.61257179	AGTR1	angiotensin II receptor type 1
243681_at	2.73E-07	6.84E-09	6.5321981	10.091772	2.61389739	SHANK2	SH3 and multiple ankyrin repeat domains 2
227985_at	1.77E-08	2.54E-10	7.2969501	13.290475	2.61631437	LOC100506098	uncharacterized LOC100506098
236009_at	2.16E-04	2.20E-05	4.527055	2.308651	2.61634242	PERP	"PERP, TP53 apoptosis effector"
228915_at	1.23E-07	2.62E-09	6.7566919	11.022895	2.61660934	DACH1	dachshund family transcription factor 1
206276_at	1.00E-03	1.39E-04	4.0164578	0.562063	2.62225658	LY6D	"lymphocyte antigen 6 complex, locus D"
222891_s_at	2.37E-05	1.52E-06	5.2233759	4.871901	2.62257911	BCL11A	B-cell CLL/lymphoma 11A
220635_at	4.27E-07	1.19E-08	6.401606	9.553855	2.62365487	PSORS1C2	psoriasis susceptibility 1 candidate 2
204508_s_at	4.47E-07	1.26E-08	6.388062	9.498236	2.6239722	CA12	carbonic anhydrase 12
213832_at	2.59E-06	1.03E-07	5.8871618	7.467063	2.62473498	KCND3	potassium voltage-gated channel subfamily D member 3
230792_at	7.36E-07	2.29E-08	6.2465536	8.919172	2.62819224	FAAH2	fatty acid amide hydrolase 2
227794_at	1.00E-10	3.69E-13	8.7886147	19.645861	2.63049061	LOC100287413///GLYATL1	uncharacterized LOC100287413///glycine-N-acyltransferase like 1
237390_at	5.82E-11	1.81E-13	8.9512147	20.339696	2.63162939	ADRA1A	adrenoceptor alpha 1A
242271_at	9.52E-06	5.00E-07	5.5006784	5.940568	2.63219141	SLC26A9	solute carrier family 26 member 9
238673_at	4.38E-07	1.23E-08	6.3935423	9.520737	2.63532402	SAMD12	sterile alpha motif domain containing 12
220117_at	2.46E-11	5.80E-14	9.2110169	21.446612	2.63554753	ZNF385D	zinc finger protein 385D
210347_s_at	1.52E-05	8.76E-07	5.3611187	5.399721	2.63649124	BCL11A	B-cell CLL/lymphoma 11A
228547_at	3.96E-06	1.72E-07	5.7622066	6.969208	2.63731537	NRXN1	neurexin 1
226147_s_at	8.91E-07	2.88E-08	6.1923879	8.698548	2.64020201	PIGR	polymeric immunoglobulin receptor
244259_s_at	4.28E-10	2.34E-12	8.3684776	17.851198	2.64077902	ZNF91	zinc finger protein 91
223821_s_at	2.92E-05	1.95E-06	5.1597241	4.630107	2.64078456	SUSD4	sushi domain containing 4
236888_at	2.82E-11	7.04E-14	9.1665185	21.257201	2.64159052	CAPZA3	capping actin protein of muscle Z-line alpha subunit 3
212236_x_at	2.93E-03	5.13E-04	3.6311354	-0.666502	2.64211088	KRT17///JUP	keratin 17///junction plakoglobin
204636_at	1.08E-05	5.80E-07	5.4639892	5.797813	2.64233867	COL17A1	collagen type XVII alpha 1 chain
220356_at	2.24E-07	5.37E-09	6.5891263	10.327156	2.64351086	CORIN	"corin, serine peptidase"
206177_s_at	9.18E-03	2.07E-03	3.1908078	-1.962507	2.64531138	ARG1	arginase 1
227550_at	1.47E-04	1.37E-05	4.6535047	2.759801	2.65006404	GFRA1	GDNF family receptor alpha 1
204455_at	1.32E-05	7.37E-07	5.4043178	5.566499	2.65011325	DST	dystonin
214087_s_at	4.73E-09	5.15E-11	7.6626861	14.840991	2.65280668	MYBPC1	"myosin binding protein C, slow type"
241436_at	2.61E-11	6.33E-14	9.1908522	21.360789	2.65283982	SCNN1G	sodium channel epithelial 1 gamma subunit
220225_at	7.16E-06	3.53E-07	5.5866827	6.276742	2.65438837	IRX4	iroquois homeobox 4
1559021_at	6.58E-07	2.00E-08	6.2787077	9.050414	2.6548081	C3orf52	chromosome 3 open reading frame 52
231118_at	1.26E-05	7.02E-07	5.4163154	5.612921	2.65832752	ANKRD35	ankyrin repeat domain 35
1568648_a_at	2.75E-13	2.18E-16	10.4976842	26.872021	2.65880369	LOC100505851	uncharacterized LOC100505851
229522_at	7.43E-07	2.32E-08	6.2438528	8.908157	2.66262801	SDR42E1	"short chain dehydrogenase/reductase family 42E, member 1"
233025_at	1.96E-10	8.87E-13	8.5888458	18.792709	2.66395356	PDZD2	PDZ domain containing 2
229499_at	3.89E-10	2.11E-12	8.3911724	17.94816	2.6643101	CAPN13	calpain 13
231549_at	1.20E-10	4.72E-13	8.7327479	19.407334	2.66485255	C1orf158	chromosome 1 open reading frame 158
235638_at	4.36E-12	6.22E-15	9.7224307	23.616457	2.66672932	RASSF6	Ras association domain family member 6
219497_s_at	3.33E-05	2.28E-06	5.1195787	4.478319	2.66989229	BCL11A	B-cell CLL/lymphoma 11A
229580_at	1.76E-08	2.52E-10	7.2990588	13.299385	2.6793819	CLSTN2	calsyntenin 2
205843_x_at	1.37E-07	2.99E-09	6.7263244	10.896501	2.68066258	CRAT	carnitine O-acetyltransferase
205531_s_at	2.84E-09	2.65E-11	7.8143598	15.486441	2.68278323	GLS2	glutaminase 2
206643_at	5.87E-03	1.20E-03	3.3669098	-1.458862	2.68293409	HAL	histidine ammonia-lyase
214823_at	3.72E-07	1.01E-08	6.4417586	9.718933	2.68344223	ZNF204P	"zinc finger protein 204, pseudogene"
219010_at	2.42E-05	1.56E-06	5.216885	4.847182	2.68692569	C1orf106	chromosome 1 open reading frame 106
218657_at	4.51E-07	1.28E-08	6.3856033	9.488143	2.68704083	RAPGEFL1	Rap guanine nucleotide exchange factor like 1
204754_at	6.58E-08	1.24E-09	6.9312973	11.752045	2.68924876	HLF	"HLF, PAR bZIP transcription factor"
204179_at	1.85E-06	6.77E-08	5.9879497	7.871394	2.68938418	MB	myoglobin
233672_s_at	9.35E-10	6.44E-12	8.1372984	16.863769	2.69005344	ZNF91	zinc finger protein 91
206156_at	3.65E-06	1.55E-07	5.7870337	7.067813	2.69387775	GJB5	gap junction protein beta 5
1564786_at	2.45E-08	3.78E-10	7.205569	12.904729	2.69608323	LOC338667	V-set and immunoglobulin domain-containing protein 10-like
229764_at	4.39E-06	1.94E-07	5.7328829	6.852949	2.69797166	TPRG1	tumor protein p63 regulated 1
232360_at	1.27E-04	1.16E-05	4.6992595	2.92472	2.69825148	EHF	ETS homologous factor
209522_s_at	1.68E-06	6.07E-08	6.0142704	7.977373	2.6993952	CRAT	carnitine O-acetyltransferase
228399_at	7.49E-07	2.35E-08	6.2412744	8.897643	2.70111372	OSR1	odd-skipped related transciption factor 1
201984_s_at	5.12E-06	2.33E-07	5.6884432	6.67719	2.70140842	EGFR	epidermal growth factor receptor
205759_s_at	3.18E-05	2.16E-06	5.1335097	4.530928	2.70380881	SULT2B1	sulfotransferase family 2B member 1
205624_at	1.93E-05	1.17E-06	5.2886492	5.121258	2.70606688	CPA3	carboxypeptidase A3
1563088_a_at	2.29E-06	8.81E-08	5.9245249	7.616673	2.70689558	AATBC	apoptosis associated transcript in bladder cancer
235849_at	7.17E-08	1.37E-09	6.9074022	11.652027	2.71126338	SCARA5	scavenger receptor class A member 5
227475_at	1.10E-04	9.71E-06	4.7451662	3.091057	2.71154485	FOXQ1	forkhead box Q1
226248_s_at	3.07E-09	3.01E-11	7.7853941	15.36309	2.7117465	KIAA1324	KIAA1324
236266_at	2.73E-07	6.85E-09	6.5318567	10.090363	2.71370561	RORA	RAR related orphan receptor A
210715_s_at	1.41E-06	4.95E-08	6.0632131	8.174852	2.71371725	SPINT2	"serine peptidase inhibitor, Kunitz type 2"
1554044_a_at	1.45E-08	2.00E-10	7.3518366	13.522522	2.71461932	MRAP	melanocortin 2 receptor accessory protein
1554246_at	1.11E-08	1.45E-10	7.4256741	13.835079	2.7182344	C1orf210	chromosome 1 open reading frame 210
230188_at	6.02E-05	4.69E-06	4.9349532	3.787644	2.72039474	NIPAL4	NIPA like domain containing 4
209173_at	4.69E-09	5.10E-11	7.6653244	14.852208	2.72181403	AGR2	"anterior gradient 2, protein disulphide isomerase family member"
205014_at	2.68E-03	4.58E-04	3.6649658	-0.562008	2.72378541	FGFBP1	fibroblast growth factor binding protein 1
226614_s_at	3.67E-07	9.88E-09	6.4458985	9.735969	2.72524467	FAM167A	family with sequence similarity 167 member A
206192_at	1.30E-03	1.91E-04	3.9242285	0.260534	2.72596675	CDSN	corneodesmosin
239196_at	1.38E-04	1.27E-05	4.6747283	2.836191	2.7267032	ANKRD22	ankyrin repeat domain 22
228409_at	4.32E-12	6.02E-15	9.729899	23.648032	2.72709455	PLIN4	perilipin 4
221796_at	3.92E-06	1.70E-07	5.7658563	6.983693	2.72740054	NTRK2	neurotrophic receptor tyrosine kinase 2
235763_at	3.25E-04	3.57E-05	4.3964434	1.850059	2.72741245	SLC44A5	solute carrier family 44 member 5
205382_s_at	9.07E-08	1.80E-09	6.8438482	11.386359	2.72939867	CFD	complement factor D
211276_at	5.82E-11	1.83E-13	8.9491566	20.330919	2.73599172	TCEAL2	transcription elongation factor A like 2
210297_s_at	7.14E-06	3.51E-07	5.5876844	6.28067	2.73627617	MSMB	microseminoprotein beta
203797_at	1.78E-04	1.74E-05	4.5897539	2.531488	2.74170749	VSNL1	visinin like 1
1555673_at	2.00E-07	4.69E-09	6.6206982	10.45792	2.74216317	KRTAP2-3///KRTAP2-4	keratin associated protein 2-3///keratin associated protein 2-4
224999_at	2.22E-06	8.48E-08	5.9337117	7.65351	2.74244763	EGFR	epidermal growth factor receptor
219689_at	8.53E-08	1.67E-09	6.8614955	11.460076	2.74518628	SEMA3G	semaphorin 3G
219799_s_at	2.69E-06	1.08E-07	5.8763267	7.42374	2.74720253	DHRS9	dehydrogenase/reductase 9
213285_at	9.75E-07	3.20E-08	6.1671257	8.595855	2.74724358	TMEM30B	transmembrane protein 30B
224043_s_at	7.62E-09	8.96E-11	7.5361356	14.303431	2.75165558	UPB1	beta-ureidopropionase 1
224022_x_at	3.45E-05	2.37E-06	5.1099047	4.441826	2.75195261	WNT16	Wnt family member 16
238805_at	3.28E-10	1.74E-12	8.435613	18.138036	2.75230929	HSPB2-C11orf52///C11orf52///HSPB2	HSPB2-C11orf52 readthrough (NMD candidate)///chromosome 11 open reading frame 52///heat shock protein family B (small) member 2
215243_s_at	4.38E-06	1.93E-07	5.7338919	6.856945	2.75237265	GJB3	gap junction protein beta 3
218849_s_at	1.06E-06	3.54E-08	6.143463	8.499784	2.76183193	PPP1R13L	protein phosphatase 1 regulatory subunit 13 like
211597_s_at	5.27E-05	3.98E-06	4.9771584	3.944434	2.76292096	HOPX	HOP homeobox
231089_at	7.83E-07	2.47E-08	6.2294208	8.849324	2.76385066	LOC100505664	uncharacterized LOC100505664
1554252_a_at	3.90E-05	2.76E-06	5.0711542	4.295976	2.76543209	CERS3	ceramide synthase 3
238778_at	8.94E-05	7.53E-06	4.8118526	3.334208	2.76562472	MPP7	membrane palmitoylated protein 7
227702_at	3.97E-09	4.12E-11	7.7140422	15.059407	2.7670552	CYP4X1	cytochrome P450 family 4 subfamily X member 1
205549_at	1.25E-12	1.34E-15	10.0770301	25.111389	2.76757757	PCP4	Purkinje cell protein 4
235978_at	4.76E-07	1.36E-08	6.3708795	9.427725	2.76800678	FABP4	fatty acid binding protein 4
1560697_at	1.18E-11	2.31E-14	9.4219789	22.343379	2.7812746	TRHDE-AS1	TRHDE antisense RNA 1
1554593_s_at	5.16E-09	5.70E-11	7.6397466	14.743477	2.78254106	SLC1A6	solute carrier family 1 member 6
222945_x_at	2.21E-10	1.03E-12	8.5545833	18.646336	2.78402817	OLAH	oleoyl-ACP hydrolase
225667_s_at	1.87E-04	1.85E-05	4.5741488	2.475867	2.7845744	FAM84A	family with sequence similarity 84 member A
229093_at	2.45E-07	6.03E-09	6.5619822	10.214857	2.78820537	NOS3	nitric oxide synthase 3
206243_at	2.86E-07	7.31E-09	6.5166078	10.027403	2.78839463	TIMP4	TIMP metallopeptidase inhibitor 4
205765_at	4.36E-08	7.53E-10	7.046355	12.234595	2.78888498	CYP3A5	cytochrome P450 family 3 subfamily A member 5
204388_s_at	9.57E-08	1.94E-09	6.8272247	11.316956	2.79369492	MAOA	monoamine oxidase A
207324_s_at	9.82E-04	1.35E-04	4.0242244	0.58766	2.79426514	DSC1	desmocollin 1
206539_s_at	1.02E-13	7.19E-17	10.7564581	27.947255	2.79852232	CYP4F12	cytochrome P450 family 4 subfamily F member 12
222549_at	2.16E-05	1.34E-06	5.2536748	4.987475	2.80105254	CLDN1	claudin 1
228973_at	6.17E-09	7.01E-11	7.5923744	14.5422	2.80129673	DLG2	discs large MAGUK scaffold protein 2
1555942_a_at	6.57E-07	2.00E-08	6.279675	9.054366	2.80472877	MIR205	microRNA 205
208165_s_at	2.14E-06	8.08E-08	5.9454225	7.700496	2.80570362	PRSS16	"protease, serine 16"
207430_s_at	1.63E-05	9.58E-07	5.3389088	5.314202	2.80661533	MSMB	microseminoprotein beta
209395_at	4.83E-06	2.18E-07	5.7050763	6.742913	2.80678404	CHI3L1	chitinase 3 like 1
204952_at	3.59E-04	4.03E-05	4.3627896	1.733161	2.80767755	LYPD3	LY6/PLAUR domain containing 3
228892_at	1.13E-04	1.01E-05	4.735735	3.056814	2.80909118	SH3RF2	SH3 domain containing ring finger 2
203400_s_at	8.98E-05	7.59E-06	4.8098601	3.326917	2.8091956	TF	transferrin
222722_at	1.37E-06	4.76E-08	6.0723515	8.211783	2.80961541	OGN	osteoglycin
1552797_s_at	2.21E-04	2.26E-05	4.5202005	2.284394	2.80964796	PROM2	prominin 2
224839_s_at	6.06E-08	1.12E-09	6.9543358	11.848543	2.81223983	GPT2	glutamic--pyruvic transaminase 2
211657_at	5.38E-06	2.48E-07	5.6736116	6.618649	2.81645249	CEACAM6	carcinoembryonic antigen related cell adhesion molecule 6
206164_at	1.82E-04	1.79E-05	4.5828091	2.506722	2.81745315	CLCA2	chloride channel accessory 2
222892_s_at	1.13E-04	1.01E-05	4.7355097	3.055997	2.81767732	TMEM40	transmembrane protein 40
205109_s_at	2.82E-05	1.87E-06	5.1702048	4.669826	2.81797104	LOC101930241///ARHGEF4	rho guanine nucleotide exchange factor 4-like///Rho guanine nucleotide exchange factor 4
204058_at	4.92E-07	1.42E-08	6.3608944	9.386774	2.82027	ME1	malic enzyme 1
229241_at	1.37E-07	2.99E-09	6.7256291	10.893609	2.82027168	LDHD	lactate dehydrogenase D
203407_at	4.16E-05	2.99E-06	5.0511541	4.220909	2.82259031	PPL	periplakin
204537_s_at	1.18E-05	6.44E-07	5.4380467	5.697116	2.8356618	MIR452///MIR224///GABRE	microRNA 452///microRNA 224///gamma-aminobutyric acid type A receptor epsilon subunit
223631_s_at	5.92E-04	7.33E-05	4.1973381	1.166276	2.83705486	C19orf33	chromosome 19 open reading frame 33
227217_at	1.96E-09	1.67E-11	7.9206798	15.93951	2.83998256	WNK2	WNK lysine deficient protein kinase 2
212741_at	1.21E-07	2.55E-09	6.7626887	11.04787	2.84030492	MAOA	monoamine oxidase A
229252_at	7.54E-07	2.36E-08	6.2395306	8.890533	2.84133859	ATG9B	autophagy related 9B
227758_at	1.05E-07	2.17E-09	6.8006124	11.205926	2.84282129	RERG	RAS like estrogen regulated growth inhibitor
215125_s_at	2.07E-05	1.28E-06	5.2668078	5.037664	2.84476253	UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10	UDP glucuronosyltransferase family 1 member A3///UDP glucuronosyltransferase family 1 member A1///UDP glucuronosyltransferase family 1 member A4///UDP glucuronosyltransferase family 1 member A9///UDP glucuronosyltransferase family 1 member A5///UDP glucuronosyltransferase family 1 member A6///UDP glucuronosyltransferase family 1 member A7///UDP glucuronosyltransferase family 1 member A8///UDP glucuronosyltransferase family 1 member A10
201983_s_at	3.68E-05	2.58E-06	5.0887588	4.362171	2.84476265	EGFR	epidermal growth factor receptor
226926_at	2.79E-04	2.98E-05	4.4451654	2.020225	2.8460103	DMKN	dermokine
206204_at	3.62E-08	6.01E-10	7.0983574	12.453184	2.84806072	GRB14	growth factor receptor bound protein 14
204437_s_at	2.36E-08	3.60E-10	7.2162863	12.94993	2.85143081	FOLR1	folate receptor 1
218677_at	1.39E-04	1.28E-05	4.6711648	2.823352	2.85156367	S100A14	S100 calcium binding protein A14
228806_at	3.31E-09	3.29E-11	7.7651217	15.276783	2.85231307	RORC	RAR related orphan receptor C
205832_at	8.13E-06	4.13E-07	5.5479722	6.125167	2.85356875	CPA4	carboxypeptidase A4
214053_at	7.53E-06	3.75E-07	5.5717279	6.218134	2.85780823	ERBB4	erb-b2 receptor tyrosine kinase 4
205752_s_at	1.34E-11	2.80E-14	9.377626	22.15502	2.85992354	GSTM5	glutathione S-transferase mu 5
227819_at	8.78E-08	1.73E-09	6.8538642	11.428193	2.86027257	LGR6	leucine rich repeat containing G protein-coupled receptor 6
213680_at	1.41E-02	3.51E-03	3.013921	-2.447623	2.86053226	KRT6B	keratin 6B
