ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	test
205044_at	8.81E-29	7.10E-30	14.68480795	57.0309942	2.750172498	GABRP	gamma-aminobutyric acid type A receptor pi subunit	TRUE
212636_at	8.87E-29	7.16E-30	14.68344005	57.02317513	2.886463494	QKI	"QKI, KH domain containing RNA binding"	TRUE
206488_s_at	8.93E-29	7.21E-30	14.68220616	57.01612195	3.707876461	CD36	CD36 molecule	TRUE
210461_s_at	9.10E-29	7.36E-30	14.67865369	56.99581451	2.740722717	ABLIM1	actin binding LIM protein 1	TRUE
201656_at	9.99E-29	8.10E-30	14.66175805	56.89921631	2.608590871	ITGA6	integrin subunit alpha 6	TRUE
209351_at	1.02E-28	8.27E-30	14.65810017	56.87829961	6.577941859	KRT14	keratin 14	TRUE
204913_s_at	1.05E-28	8.53E-30	-14.6527991	56.84798464	-4.708556914	SOX11	SRY-box 11	TRUE
207057_at	1.14E-28	9.29E-30	14.63789056	56.7627146	2.880478418	SLC16A7	solute carrier family 16 member 7	TRUE
205173_x_at	1.14E-28	9.33E-30	14.63712426	56.75833121	2.174526142	CD58	CD58 molecule	TRUE
1554246_at	1.34E-28	1.10E-29	14.60806633	56.59207499	2.137567596	C1orf210	chromosome 1 open reading frame 210	TRUE
205289_at	1.70E-28	1.40E-29	14.56632038	56.35309445	2.278390402	BMP2	bone morphogenetic protein 2	TRUE
201810_s_at	1.86E-28	1.53E-29	14.55034967	56.26162781	2.136835567	SH3BP5	SH3 domain binding protein 5	TRUE
202654_x_at	1.90E-28	1.57E-29	14.54605366	56.23702016	2.146159909	7-Mar	membrane associated ring-CH-type finger 7	TRUE
213953_at	1.98E-28	1.64E-29	-14.53901643	56.19670727	-4.56140215	KRT20	keratin 20	TRUE
204729_s_at	2.12E-28	1.75E-29	-14.52714245	56.1286773	-2.277690444	STX1A	syntaxin 1A	TRUE
212419_at	2.12E-28	1.76E-29	14.52645115	56.12471625	2.116573254	ZCCHC24	zinc finger CCHC-type containing 24	TRUE
212067_s_at	2.24E-28	1.86E-29	14.51693025	56.07015851	3.446288965	C1R	complement C1r subcomponent	TRUE
211458_s_at	2.27E-28	1.89E-29	14.5140618	56.05371988	2.479205861	GABARAPL3///GABARAPL1	GABA type A receptor associated protein like 3 pseudogene///GABA type A receptor associated protein like 1	TRUE
203499_at	2.38E-28	1.98E-29	14.50551624	56.00474244	2.01986714	EPHA2	EPH receptor A2	TRUE
205619_s_at	2.39E-28	1.98E-29	14.50530137	56.00351086	2.197594504	MEOX1	mesenchyme homeobox 1	TRUE
210973_s_at	2.48E-28	2.06E-29	14.4984352	55.96415392	2.502700631	FGFR1	fibroblast growth factor receptor 1	TRUE
212097_at	2.68E-28	2.24E-29	14.48449373	55.88422887	3.59247222	CAV1	caveolin 1	TRUE
214077_x_at	2.80E-28	2.34E-29	14.47676277	55.83990096	2.126345105	MEIS3P1	Meis homeobox 3 pseudogene 1	TRUE
204490_s_at	3.02E-28	2.53E-29	14.46268821	55.75918685	3.039340912	CD44	CD44 molecule (Indian blood group)	TRUE
203357_s_at	3.15E-28	2.65E-29	14.45501614	55.71518239	2.003572708	CAPN7	calpain 7	TRUE
210377_at	3.26E-28	2.74E-29	14.44905664	55.68099723	2.382028609	ACSM3	acyl-CoA synthetase medium-chain family member 3	TRUE
204518_s_at	3.90E-28	3.29E-29	14.41725611	55.49853082	2.299406363	PPIC	peptidylprolyl isomerase C	TRUE
209276_s_at	4.17E-28	3.52E-29	14.40539972	55.43047897	2.081043121	GLRX	glutaredoxin	TRUE
211962_s_at	4.54E-28	3.83E-29	14.39055168	55.34523943	2.607776093	ZFP36L1	ZFP36 ring finger protein like 1	TRUE
203610_s_at	4.89E-28	4.14E-29	14.3769661	55.26723128	2.273194267	TRIM38	tripartite motif containing 38	TRUE
203021_at	4.99E-28	4.23E-29	14.37332174	55.24630287	4.344555085	SLPI	secretory leukocyte peptidase inhibitor	TRUE
204720_s_at	5.16E-28	4.38E-29	-14.36732477	55.21186169	-2.819305235	DNAJC6	DnaJ heat shock protein family (Hsp40) member C6	TRUE
213226_at	5.21E-28	4.43E-29	-14.36525796	55.19999111	-2.241897372	CCNA2	cyclin A2	TRUE
205608_s_at	5.35E-28	4.56E-29	14.36046153	55.17244178	2.126483401	ANGPT1	angiopoietin 1	TRUE
209260_at	5.37E-28	4.57E-29	14.3598529	55.16894583	4.027823303	SFN	stratifin	TRUE
202075_s_at	5.41E-28	4.61E-29	14.35849512	55.16114674	3.055365606	PLTP	phospholipid transfer protein	TRUE
205100_at	5.62E-28	4.80E-29	14.35155982	55.12130784	2.136430278	GFPT2	glutamine-fructose-6-phosphate transaminase 2	TRUE
212420_at	5.77E-28	4.93E-29	14.34688542	55.09445417	2.36492661	ELF1	E74 like ETS transcription factor 1	TRUE
205542_at	6.02E-28	5.15E-29	14.33930946	55.05092762	2.3498533	STEAP1	six transmembrane epithelial antigen of the prostate 1	TRUE
210057_at	6.11E-28	5.23E-29	14.3365941	55.03532579	2.078796708	LOC101060386///BOLA2///SMG1	"putative uncharacterized SMG1-like protein///bolA family member 2///SMG1, nonsense mediated mRNA decay associated PI3K related kinase"	TRUE
209493_at	6.37E-28	5.45E-29	14.3292325	54.99302464	2.429315899	PDZD2	PDZ domain containing 2	TRUE
202026_at	6.42E-28	5.50E-29	14.3277845	54.98470366	2.004206705	SDHD	succinate dehydrogenase complex subunit D	TRUE
200606_at	6.94E-28	5.95E-29	14.31393844	54.90512789	5.099324752	DSP	desmoplakin	TRUE
1562309_s_at	7.93E-28	6.82E-29	-14.29035724	54.76956648	-2.673230111	PHF21B	PHD finger protein 21B	TRUE
207092_at	8.36E-28	7.19E-29	14.28114064	54.71657062	2.615736242	LEP	leptin	TRUE
206385_s_at	8.80E-28	7.58E-29	14.27188624	54.66335048	2.745928784	ANK3	"ankyrin 3, node of Ranvier (ankyrin G)"	TRUE
204333_s_at	8.96E-28	7.73E-29	14.2685516	54.64417195	2.203870313	AGA	aspartylglucosaminidase	TRUE
1558750_a_at	9.72E-28	8.40E-29	-14.25406479	54.56084344	-2.051439235	LOC100288637///ARHGAP11B	OTU deubiquitinase 7A pseudogene///Rho GTPase activating protein 11B	TRUE
208146_s_at	1.04E-27	8.98E-29	14.24246769	54.49412447	2.730652816	CPVL	"carboxypeptidase, vitellogenic like"	TRUE
208216_at	1.15E-27	9.98E-29	-14.22420243	54.38902111	-3.101774786	DLX4	distal-less homeobox 4	TRUE
203476_at	1.15E-27	9.97E-29	14.22425493	54.38932329	2.51145575	TPBG	trophoblast glycoprotein	TRUE
212543_at	1.16E-27	1.01E-28	14.22270344	54.38039433	2.690921906	AIM1	absent in melanoma 1	TRUE
1554229_at	1.17E-27	1.02E-28	14.22003885	54.36505898	2.000460389	CREBRF	CREB3 regulatory factor	TRUE
202973_x_at	1.29E-27	1.12E-28	14.20368171	54.2709074	2.353160244	FAM13A	family with sequence similarity 13 member A	TRUE
212887_at	1.32E-27	1.15E-28	14.19907013	54.24435931	2.262167176	SEC23A	"Sec23 homolog A, coat complex II component"	TRUE
204573_at	1.34E-27	1.17E-28	14.19687252	54.23170749	2.539595258	CROT	carnitine O-octanoyltransferase	TRUE
201012_at	1.41E-27	1.23E-28	14.18787764	54.17991904	3.948911104	ANXA1	annexin A1	TRUE
214696_at	1.50E-27	1.31E-28	14.17650911	54.1144551	2.062096269	MIR22///MIR22HG	microRNA 22///MIR22 host gene	TRUE
201348_at	1.64E-27	1.44E-28	14.16042275	54.02180674	3.55496283	GPX3	glutathione peroxidase 3	TRUE
209684_at	1.72E-27	1.52E-28	14.15164952	53.97126929	2.690691496	RIN2	Ras and Rab interactor 2	TRUE
203716_s_at	2.00E-27	1.77E-28	14.12510969	53.81835221	2.197543018	DPP4	dipeptidyl peptidase 4	TRUE
212158_at	2.01E-27	1.78E-28	14.1236228	53.80978338	2.587835542	SDC2	syndecan 2	TRUE
212938_at	2.18E-27	1.94E-28	14.10916094	53.72643227	2.15079973	COL6A1	collagen type VI alpha 1 chain	TRUE
212761_at	2.36E-27	2.10E-28	14.09508459	53.64528753	2.697120369	TCF7L2	transcription factor 7 like 2	TRUE
211663_x_at	2.36E-27	2.10E-28	14.09475925	53.64341185	2.612850518	PTGDS	prostaglandin D2 synthase	TRUE
211675_s_at	2.56E-27	2.28E-28	14.08080645	53.56296382	2.747963971	MDFIC	MyoD family inhibitor domain containing	TRUE
1553186_x_at	2.60E-27	2.32E-28	-14.07757094	53.54430663	-2.391635663	RASEF	RAS and EF-hand domain containing	TRUE
201621_at	2.77E-27	2.48E-28	14.06619684	53.47871271	2.131109289	NBL1	"neuroblastoma 1, DAN family BMP antagonist"	TRUE
204515_at	3.07E-27	2.75E-28	14.0482173	53.37500539	3.272007956	HSD3B1	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1"	TRUE
208539_x_at	3.23E-27	2.90E-28	14.03888127	53.32114474	3.407323086	SPRR2B	small proline rich protein 2B	TRUE
212187_x_at	3.24E-27	2.91E-28	14.03830213	53.31780339	3.111618923	PTGDS	prostaglandin D2 synthase	TRUE
202954_at	3.77E-27	3.41E-28	-14.01115591	53.16115489	-2.454318983	UBE2C	ubiquitin conjugating enzyme E2 C	TRUE
214620_x_at	3.80E-27	3.44E-28	14.00966447	53.15254685	2.568192671	PAM	peptidylglycine alpha-amidating monooxygenase	TRUE
204268_at	4.16E-27	3.76E-28	13.99392109	53.06167174	4.607251323	S100A2	S100 calcium binding protein A2	TRUE
204041_at	4.31E-27	3.91E-28	13.98724661	53.02313917	2.091874614	MAOB	monoamine oxidase B	TRUE
202688_at	4.80E-27	4.36E-28	13.96833936	52.91396725	3.265647316	TNFSF10	tumor necrosis factor superfamily member 10	TRUE
201811_x_at	4.93E-27	4.49E-28	13.96341271	52.88551605	2.22904084	SH3BP5	SH3 domain binding protein 5	TRUE
207172_s_at	5.26E-27	4.79E-28	13.9521438	52.82043169	2.005750771	CDH11	cadherin 11	TRUE
209487_at	5.27E-27	4.80E-28	13.95172132	52.81799145	2.24139112	RBPMS	RNA binding protein with multiple splicing	TRUE
203395_s_at	5.84E-27	5.34E-28	13.93328789	52.71150711	2.06036875	HES1	hes family bHLH transcription factor 1	TRUE
201311_s_at	6.18E-27	5.66E-28	13.92319926	52.65321754	2.414328686	SH3BGRL	SH3 domain binding glutamate rich protein like	TRUE
202545_at	6.45E-27	5.92E-28	13.91551153	52.6087947	2.170325264	PRKCD	protein kinase C delta	TRUE
214063_s_at	6.58E-27	6.05E-28	13.91190694	52.58796448	2.479077402	TF	transferrin	TRUE
1567458_s_at	6.84E-27	6.29E-28	13.90496171	52.54782657	2.587171825	RAC1	"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)"	TRUE
210052_s_at	7.23E-27	6.66E-28	-13.89523567	52.4916119	-2.264536379	TPX2	"TPX2, microtubule nucleation factor"	TRUE
204537_s_at	7.29E-27	6.71E-28	13.89389741	52.48387647	2.129129076	MIR452///MIR224///GABRE	microRNA 452///microRNA 224///gamma-aminobutyric acid type A receptor epsilon subunit	TRUE
212841_s_at	7.61E-27	7.02E-28	13.88610448	52.43882906	2.269845618	PPFIBP2	PPFIA binding protein 2	TRUE
209890_at	7.66E-27	7.06E-28	13.88503594	52.43265203	2.205177481	TSPAN5	tetraspanin 5	TRUE
209270_at	8.09E-27	7.47E-28	13.87520668	52.37582647	2.444874288	LAMB3	laminin subunit beta 3	TRUE
206008_at	8.14E-27	7.53E-28	13.8738771	52.36813927	2.118426483	TGM1	transglutaminase 1	TRUE
209267_s_at	8.60E-27	7.97E-28	13.8641388	52.31183178	3.164235332	SLC39A8	solute carrier family 39 member 8	TRUE
203276_at	8.69E-27	8.06E-28	-13.86221227	52.30069167	-2.057369636	LMNB1	lamin B1	TRUE
214175_x_at	8.79E-27	8.15E-28	13.8602331	52.28924684	2.141754572	PDLIM4	PDZ and LIM domain 4	TRUE
202890_at	9.23E-27	8.58E-28	13.85128887	52.23752219	2.599690155	MAP7	microtubule associated protein 7	TRUE
204851_s_at	9.52E-27	8.86E-28	-13.84571964	52.20531233	-3.271515887	DCX	doublecortin	TRUE
202546_at	1.04E-26	9.74E-28	13.82950542	52.11152408	3.145414089	VAMP8	vesicle associated membrane protein 8	TRUE
1553185_at	1.05E-26	9.82E-28	-13.82806998	52.10322008	-2.226866502	RASEF	RAS and EF-hand domain containing	TRUE
208703_s_at	1.14E-26	1.07E-27	13.81310772	52.01665544	2.333702525	APLP2	amyloid beta precursor like protein 2	TRUE
212195_at	1.22E-26	1.15E-27	13.80118433	51.94766086	2.239259762	IL6ST	interleukin 6 signal transducer	TRUE
209126_x_at	1.25E-26	1.17E-27	13.79710775	51.92406952	4.087596053	KRT6B	keratin 6B	TRUE
205668_at	1.43E-26	1.35E-27	13.77344525	51.78711028	2.965653761	LY75	lymphocyte antigen 75	TRUE
202870_s_at	1.45E-26	1.37E-27	-13.77100067	51.77295872	-2.404934243	CDC20	cell division cycle 20	TRUE
206542_s_at	1.45E-26	1.37E-27	13.77082222	51.7719257	2.293870487	SMARCA2	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"	TRUE
207191_s_at	1.45E-26	1.37E-27	13.77071428	51.7713008	2.412352896	ISLR	immunoglobulin superfamily containing leucine rich repeat	TRUE
204990_s_at	1.60E-26	1.51E-27	13.75364126	51.6724541	2.307500668	ITGB4	integrin subunit beta 4	TRUE
207065_at	1.61E-26	1.52E-27	13.75277039	51.66741154	2.525581968	KRT75	keratin 75	TRUE
201292_at	1.61E-26	1.53E-27	-13.75172845	51.66137837	-2.656408187	TOP2A	topoisomerase (DNA) II alpha	TRUE
204489_s_at	1.70E-26	1.61E-27	13.74225411	51.60651533	2.903283536	CD44	CD44 molecule (Indian blood group)	TRUE
205841_at	1.71E-26	1.62E-27	13.74163053	51.60290413	2.011256176	JAK2	Janus kinase 2	TRUE
213652_at	1.73E-26	1.65E-27	13.73892732	51.58724939	2.415167553	PCSK5	proprotein convertase subtilisin/kexin type 5	TRUE
214549_x_at	1.78E-26	1.70E-27	13.73363117	51.55657702	3.885234372	SPRR1A	small proline rich protein 1A	TRUE
200008_s_at	1.83E-26	1.74E-27	13.72917056	51.53074219	2.102870845	GDI2	GDP dissociation inhibitor 2	TRUE
206013_s_at	1.86E-26	1.78E-27	-13.72577839	51.51109458	-2.667955825	ACTL6B	actin like 6B	TRUE
1556444_a_at	1.89E-26	1.81E-27	-13.72268987	51.49320504	-2.753878335	LOC100288310	uncharacterized LOC100288310	TRUE
206580_s_at	1.89E-26	1.81E-27	13.72264098	51.49292184	2.128703663	EFEMP2	EGF containing fibulin like extracellular matrix protein 2	TRUE
205157_s_at	1.99E-26	1.90E-27	13.71378993	51.44165052	4.339397627	KRT17///JUP	keratin 17///junction plakoglobin	TRUE
210296_s_at	2.02E-26	1.93E-27	13.71112125	51.42619062	2.147099442	PEX2	peroxisomal biogenesis factor 2	TRUE
208920_at	2.04E-26	1.95E-27	13.70955763	51.41713225	2.122978031	SRI	sorcin	TRUE
204953_at	2.11E-26	2.02E-27	-13.70349886	51.38203085	-2.645833581	SNAP91	synaptosome associated protein 91	TRUE
1558924_s_at	2.38E-26	2.29E-27	13.68201514	51.25754511	3.238199462	CLIP1	CAP-Gly domain containing linker protein 1	TRUE
205399_at	2.63E-26	2.53E-27	13.66464118	51.15685018	2.59547626	DCLK1	doublecortin like kinase 1	TRUE
205547_s_at	2.71E-26	2.61E-27	13.65940805	51.12651632	3.080952463	TAGLN	transgelin	TRUE
201427_s_at	2.79E-26	2.69E-27	13.65420016	51.09632698	3.361726911	SEPP1	"selenoprotein P, plasma, 1"	TRUE
208127_s_at	3.12E-26	3.01E-27	13.6345283	50.98227579	2.260722965	SOCS5	suppressor of cytokine signaling 5	TRUE
203827_at	3.22E-26	3.11E-27	13.6288783	50.94951408	2.127462655	WIPI1	"WD repeat domain, phosphoinositide interacting 1"	TRUE
213707_s_at	3.38E-26	3.28E-27	13.62003164	50.89821222	2.031673713	DLX5	distal-less homeobox 5	TRUE
212923_s_at	3.56E-26	3.47E-27	13.61037598	50.84221307	2.069256202	PXDC1	PX domain containing 1	TRUE
205064_at	3.91E-26	3.82E-27	13.59385588	50.74638852	5.129451187	SPRR1B	small proline rich protein 1B	TRUE
1559072_a_at	4.05E-26	3.95E-27	-13.58775882	50.71101812	-2.52032277	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	TRUE
212843_at	4.27E-26	4.17E-27	-13.57858684	50.65780484	-3.429106723	NCAM1	neural cell adhesion molecule 1	TRUE
204811_s_at	4.29E-26	4.19E-27	-13.577705	50.65268838	-2.010646667	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2	TRUE
212660_at	4.94E-26	4.84E-27	13.5528627	50.50853136	2.011772766	JADE2	jade family PHD finger 2	TRUE
210896_s_at	5.48E-26	5.39E-27	13.53434226	50.40103341	2.282580507	ASPH	aspartate beta-hydroxylase	TRUE
209474_s_at	5.55E-26	5.46E-27	13.53206562	50.38781763	2.084988825	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	TRUE
204915_s_at	6.27E-26	6.20E-27	-13.51021144	50.2609384	-4.091909452	SOX11	SRY-box 11	TRUE
202017_at	6.52E-26	6.45E-27	13.5034152	50.22147516	2.361274364	EPHX1	epoxide hydrolase 1	TRUE
202746_at	6.71E-26	6.64E-27	13.49835804	50.19210818	3.046056887	ITM2A	integral membrane protein 2A	TRUE
213024_at	7.48E-26	7.44E-27	13.47883471	50.07872102	2.060017921	TMF1	TATA element modulatory factor 1	TRUE
208296_x_at	7.68E-26	7.65E-27	13.47421549	50.05189012	2.398778734	TNFAIP8	TNF alpha induced protein 8	TRUE
205032_at	8.32E-26	8.30E-27	13.46002992	49.96948443	2.561182026	ITGA2	integrin subunit alpha 2	TRUE
201029_s_at	8.60E-26	8.60E-27	13.45401133	49.93451794	2.402594971	CD99	CD99 molecule	TRUE
201939_at	9.08E-26	9.09E-27	13.44442439	49.87881557	2.3803461	PLK2	polo like kinase 2	TRUE
205825_at	9.56E-26	9.61E-27	-13.43495811	49.82380877	-3.169672871	PCSK1	proprotein convertase subtilisin/kexin type 1	TRUE
209016_s_at	9.79E-26	9.85E-27	13.43069872	49.79905642	2.768231668	KRT7	keratin 7	TRUE
204415_at	1.05E-25	1.06E-26	-13.41753788	49.72256856	-2.384599232	IFI6	interferon alpha inducible protein 6	TRUE
204033_at	1.10E-25	1.11E-26	-13.41004865	49.67903817	-2.2089821	TRIP13	thyroid hormone receptor interactor 13	TRUE
209708_at	1.12E-25	1.13E-26	13.4064463	49.65809862	2.080276268	MOXD1	monooxygenase DBH like 1	TRUE
205122_at	1.14E-25	1.16E-26	-13.40322358	49.63936512	-3.185483525	MSANTD3-TMEFF1///TMEFF1	MSANTD3-TMEFF1 readthrough///transmembrane protein with EGF like and two follistatin like domains 1	TRUE
202445_s_at	1.19E-25	1.21E-26	13.39509939	49.59213687	2.211177791	NOTCH2	notch 2	TRUE
209714_s_at	1.23E-25	1.24E-26	-13.39037931	49.56469583	-2.300696072	CDKN3	cyclin dependent kinase inhibitor 3	TRUE
203394_s_at	1.30E-25	1.33E-26	13.37954191	49.50168561	2.51986163	HES1	hes family bHLH transcription factor 1	TRUE
213258_at	1.49E-25	1.52E-26	13.35577642	49.36348497	2.440689773	TFPI	tissue factor pathway inhibitor	TRUE
210136_at	1.50E-25	1.54E-26	13.35392259	49.35270322	2.29563893	MBP	myelin basic protein	TRUE
203240_at	1.51E-25	1.54E-26	13.35352381	49.35038393	2.021790075	FCGBP	Fc fragment of IgG binding protein	TRUE
212912_at	1.57E-25	1.61E-26	13.34605795	49.30696066	2.266995692	RPS6KA2	ribosomal protein S6 kinase A2	TRUE
209408_at	1.75E-25	1.80E-26	-13.32719593	49.19723999	-2.17637984	KIF2C	kinesin family member 2C	TRUE
201719_s_at	1.84E-25	1.89E-26	13.31850524	49.14667909	2.287075916	EPB41L2	erythrocyte membrane protein band 4.1 like 2	TRUE
210833_at	1.87E-25	1.93E-26	13.31473498	49.12474298	2.179137039	PTGER3	prostaglandin E receptor 3	TRUE
200670_at	2.08E-25	2.16E-26	13.29602356	49.01586427	2.069539665	XBP1	X-box binding protein 1	TRUE
212449_s_at	2.10E-25	2.17E-26	13.29455293	49.00730605	2.097841784	LYPLA1	lysophospholipase I	TRUE
1554703_at	2.12E-25	2.20E-26	13.29273602	48.99673247	2.18058555	ARHGEF10	Rho guanine nucleotide exchange factor 10	TRUE
203238_s_at	2.15E-25	2.23E-26	13.28994705	48.98050168	2.394306115	NOTCH3	notch 3	TRUE
209522_s_at	2.30E-25	2.40E-26	13.27753227	48.9082466	2.579931863	CRAT	carnitine O-acetyltransferase	TRUE
1560507_at	2.90E-25	3.03E-26	13.23760447	48.67580394	2.325155883	AWAT1	acyl-CoA wax alcohol acyltransferase 1	TRUE
204438_at	2.94E-25	3.08E-26	13.23481259	48.65954748	3.296892332	MRC1	"mannose receptor, C type 1"	TRUE
207738_s_at	3.18E-25	3.33E-26	13.2214715	48.58185928	2.130322768	NCKAP1	NCK associated protein 1	TRUE
202376_at	3.21E-25	3.37E-26	13.21935656	48.56954255	2.665141581	SERPINA3	serpin family A member 3	TRUE
202454_s_at	3.30E-25	3.46E-26	13.21476251	48.54278756	3.207650353	ERBB3	erb-b2 receptor tyrosine kinase 3	TRUE
205539_at	3.53E-25	3.71E-26	-13.20276009	48.47288183	-3.720799145	AVIL	advillin	TRUE
202552_s_at	3.83E-25	4.04E-26	13.18816538	48.38786716	2.133535973	LOC101929500///CRIM1	uncharacterized LOC101929500///cysteine rich transmembrane BMP regulator 1	TRUE
212236_x_at	3.94E-25	4.16E-26	13.18333225	48.35971145	3.926820004	KRT17///JUP	keratin 17///junction plakoglobin	TRUE
202687_s_at	4.04E-25	4.27E-26	13.17862924	48.33231253	2.798122375	TNFSF10	tumor necrosis factor superfamily member 10	TRUE
202517_at	4.19E-25	4.43E-26	-13.17236525	48.29581778	-2.059766917	CRMP1	collapsin response mediator protein 1	TRUE
1555763_x_at	4.25E-25	4.50E-26	13.16970024	48.28029041	2.041143053	MKL1	megakaryoblastic leukemia (translocation) 1	TRUE
211564_s_at	4.47E-25	4.74E-26	13.16080025	48.22843307	2.418562749	PDLIM4	PDZ and LIM domain 4	TRUE
201060_x_at	4.48E-25	4.76E-26	13.1602294	48.22510679	2.243243378	STOM	stomatin	TRUE
1552879_a_at	4.66E-25	4.96E-26	-13.15322738	48.18430507	-2.041390572	ATOH7	atonal bHLH transcription factor 7	TRUE
204517_at	4.72E-25	5.03E-26	13.15079802	48.17014824	2.576619387	PPIC	peptidylprolyl isomerase C	TRUE
204174_at	4.87E-25	5.19E-26	13.14536523	48.13848809	2.489120791	ALOX5AP	arachidonate 5-lipoxygenase activating protein	TRUE
206100_at	4.94E-25	5.27E-26	13.14269632	48.12293422	2.419240902	CPM	carboxypeptidase M	TRUE
1554696_s_at	5.09E-25	5.43E-26	-13.13764048	48.09346867	-2.426536796	TYMS	thymidylate synthetase	TRUE
200986_at	5.59E-25	5.98E-26	13.12087338	47.99573992	2.951148892	SERPING1	serpin family G member 1	TRUE
1553989_a_at	6.22E-25	6.69E-26	13.10187951	47.88501439	2.199539434	ATP6V1C2	ATPase H+ transporting V1 subunit C2	TRUE
203474_at	6.46E-25	6.96E-26	13.09496524	47.84470274	2.325262078	IQGAP2	IQ motif containing GTPase activating protein 2	TRUE
209013_x_at	6.55E-25	7.07E-26	13.09243392	47.82994394	2.017539013	TRIO	trio Rho guanine nucleotide exchange factor	TRUE
209356_x_at	6.92E-25	7.48E-26	13.0827368	47.77340217	2.079634046	EFEMP2	EGF containing fibulin like extracellular matrix protein 2	TRUE
207206_s_at	7.52E-25	8.15E-26	13.06798085	47.68735422	2.307598776	ALOX12	"arachidonate 12-lipoxygenase, 12S type"	TRUE
208747_s_at	7.57E-25	8.21E-26	13.0667234	47.68002102	3.520971442	C1S	"complement component 1, s subcomponent"	TRUE
208483_x_at	8.00E-25	8.71E-26	13.05656365	47.62076822	3.22137594	KRT33A	keratin 33A	TRUE
205765_at	8.54E-25	9.31E-26	13.04515381	47.55421852	2.236143005	CYP3A5	cytochrome P450 family 3 subfamily A member 5	TRUE
212091_s_at	8.66E-25	9.44E-26	13.04279193	47.54044171	2.539223392	COL6A1	collagen type VI alpha 1 chain	TRUE
206667_s_at	8.98E-25	9.81E-26	13.03621676	47.50208723	2.315733894	SCAMP1	secretory carrier membrane protein 1	TRUE
209496_at	9.94E-25	1.09E-25	13.01801587	47.39590595	2.368322528	RARRES2	retinoic acid receptor responder 2	TRUE
211748_x_at	1.04E-24	1.14E-25	13.01059909	47.35263282	2.971292882	PTGDS	prostaglandin D2 synthase	TRUE
202375_at	1.05E-24	1.15E-25	13.00839147	47.33975199	2.131395163	SEC24D	"SEC24 homolog D, COPII coat complex component"	TRUE
1553132_a_at	1.06E-24	1.16E-25	13.0068432	47.33071809	2.037316858	TC2N	"tandem C2 domains, nuclear"	TRUE
203980_at	1.06E-24	1.17E-25	13.00597	47.32562311	4.129221777	FABP4	fatty acid binding protein 4	TRUE
209555_s_at	1.19E-24	1.31E-25	12.98653839	47.21223236	2.94101429	CD36	CD36 molecule	TRUE
203571_s_at	1.30E-24	1.45E-25	12.96968733	47.11388519	2.481547042	ADIRF	adipogenesis regulatory factor	TRUE
201850_at	1.32E-24	1.47E-25	12.96734067	47.10018841	2.196186944	CAPG	"capping actin protein, gelsolin like"	TRUE
204966_at	1.35E-24	1.50E-25	-12.96351349	47.07784968	-2.139938499	ADGRB2	adhesion G protein-coupled receptor B2	TRUE
1554067_at	1.38E-24	1.54E-25	12.9588094	47.05039153	2.065127695	C12orf66	chromosome 12 open reading frame 66	TRUE
1558834_s_at	1.41E-24	1.57E-25	-12.95522385	47.02946168	-3.177173925	AKNAD1	AKNA domain containing 1	TRUE
213217_at	1.47E-24	1.64E-25	12.94779706	46.98610754	2.651851239	ADCY2	adenylate cyclase 2	TRUE
209298_s_at	1.51E-24	1.69E-25	12.9435861	46.96152473	2.100451218	ITSN1	intersectin 1	TRUE
201331_s_at	1.56E-24	1.74E-25	12.93762232	46.92670787	2.095310182	STAT6	signal transducer and activator of transcription 6	TRUE
203096_s_at	1.67E-24	1.87E-25	12.92579558	46.85765778	2.237817045	RAPGEF2	Rap guanine nucleotide exchange factor 2	TRUE
204083_s_at	1.68E-24	1.88E-25	12.92443953	46.84974007	2.540878088	TPM2	tropomyosin 2 (beta)	TRUE
204743_at	1.75E-24	1.96E-25	-12.91763659	46.81001791	-2.566455823	TAGLN3	transgelin 3	TRUE
200602_at	1.79E-24	2.01E-25	12.91338257	46.78517768	2.088692315	APP	amyloid beta precursor protein	TRUE
211478_s_at	1.86E-24	2.09E-25	12.90642512	46.74454972	2.127461402	DPP4	dipeptidyl peptidase 4	TRUE
203542_s_at	1.86E-24	2.10E-25	12.90613004	46.74282655	2.148988899	KLF9	Kruppel like factor 9	TRUE
209172_s_at	1.94E-24	2.18E-25	-12.89948957	46.70404743	-2.504894682	CENPF	centromere protein F	TRUE
204081_at	1.98E-24	2.24E-25	-12.89496437	46.67761995	-2.036654138	NRGN	neurogranin	TRUE
213610_s_at	1.98E-24	2.24E-25	-12.89484738	46.6769367	-2.045236233	PHOSPHO2-KLHL23///KLHL23	PHOSPHO2-KLHL23 readthrough///kelch like family member 23	TRUE
1554679_a_at	2.01E-24	2.27E-25	12.8923748	46.6624962	2.338880981	LAPTM4B	lysosomal protein transmembrane 4 beta	TRUE
214012_at	2.04E-24	2.31E-25	12.88956781	46.64610241	2.255048331	ERAP1	endoplasmic reticulum aminopeptidase 1	TRUE
